Processing file,Reading requirements file execution time,Parsing requirements execution time,Fetching versions and dependencies execution time,Fetching transitive dependencies execution time,Processing folder error,Generating SMT expression execution time,Proof for UNSAT execution time,Solving SMT expression execution time,Generating requirements.txt execution time,Total (s)
2b3003f44b3ddf5931c9a5e61d8ba417,0.006336451,0,0,0,,0,,0.004557848,0.005914211,0.01680851
2b83b1c47a18448d3cbf,0.002200603,0,0,0.031438828,,2.40085268,,0.198247194,0,2.632739305
2b8e2e05cf05a630b132,0.00102973,0,0.00099349,0.006035089,,0.468278408,,0.033747196,0.015628099,0.525712013
2bcca0a7654168ef454f,0.042725086,0,0,0,,,,,,0.042725086
2c0d9e1a0012065bb56c,0.006682158,0,0,0.001012087,,0.017008543,,0.010032177,0.001592398,0.036327362
2c6abf964810ed74802c,0.010548353,0,0.001025438,0.002026558,,0.061665773,0.881561518,,,0.956827641
2c7b95beed642248487a,0,0,0,0,,0,,0.013375044,0.001981974,0.015357018
2cb9c79df7a58db9e5ec,0,0,0,0,,,,,,0
2cf4998949f49b58ff284239784e1561,0.009828329,0,0,0,,0.006299496,,0.003008604,0.006033659,0.025170088
2d4a4a8be57a9b8e94c7a4903d8d8bf8,0.001986027,0.000447989,0,0.000997066,,0.017370462,,0.009462833,0.000998259,0.031262636
2d6bbffce9dda5f3057b4879c3bd4422,0,0,0,0,,0.006482124,,0.002072096,0,0.00855422
2d971a5a087881a966c3,0.008780479,0,0,0,,,,,,0.008780479
2da57d5b039aab4da7ce,0.020262003,0,0,0,,,,,,0.020262003
2db1522dbfc5fe58b52c,0.009756327,0,0,0,,,,,,0.009756327
2de2e9a156fe619dbdad762fe1cf84e1,0.01516819,0,0.000998735,0,,0.004446745,,0,0.001003265,0.021616936
2de48835250e5fceaa1b626099abfa53,0.002493143,0,0,0.000766277,,0.008180857,,0.0078969,0,0.019337177
2e0cbef7d50e8e7ef2d2,0.008115292,0,0.004766226,0,,0.006438494,,0,0.00101161,0.020331621
2e11b48f431c53b101db6cb817b2fc7f,0,0,0.003494978,0,,0.026358128,,0.012696505,0,0.04254961
2e3b989e0343f0884388ed7ed82eb3b0,0.007556915,0,0,0.006053925,,0.06798315,,0.016254663,0.000964403,0.098813057
2e466ff4e6b3425aba3c,0.006349802,0,0,0,,,,,,0.006349802
2e90566e9497725065388859762a7185,0.001843452,0,0,0.011139154,,0.490893841,,0.056114197,0.000822544,0.560813189
2ec85f1f8fe0d4f44b6f,0,0,0,0,,,,,,0
2eec49ca1e4f58c5310d72918d991ef6,0.002217293,0,0,0.002073765,,0.454850674,,0.047383785,0,0.506525517
2f0a1118edb70de95f6859cfa979fad5,0.002049923,0,0,0,,,,,,0.002049923
2f1b9a255993bf9b2629,0.009845257,0,0.000921488,0.005207777,,0.656280756,,0.050219059,0,0.722474337
2f8370ee83ab074f5b5e,0,0,0,0,,0.015703201,,0.002997875,0.001005411,0.019706488
2f8f55987ccc224e2342,0.010983706,0,0.001039743,0.001919746,,0.082361221,,0.011896133,0,0.10820055
2f904cb32be20d808481e04f5dd7fe0c,0,0,0,0,,,,,,0
2fe1c16a7cc27ef01c1f,0.00756073,0,0,0,,0.03337574,,0.016677618,0.019089222,0.07670331
2ff89e40721d1f1a007449f02aee3990,0.009729862,0,0,0,,0.489977598,,0.041647434,0,0.541354895
3001099,0,0,0.016303301,0,,0.004779577,,0.001514196,0.000916481,0.023513556
3004168,0.002185345,0,0.001002312,0.000551701,,0.021486998,,0.008986235,0,0.034212589
3009143,0.029145241,0,0,0,,0.00457263,,0.009649992,0,0.043367863
3012089,0.019957542,0,0,0,,,,,,0.019957542
3012306,0.009605169,0,0,0,,,,,,0.009605169
3012318,0.001050711,0,0.000982523,0,,0.024151802,,0,0.015462875,0.041647911
3013470,0,0,0,0,,,,,,0
3015625,0.002036095,0,0,0,,,,,,0.002036095
3015852,0.008433104,0,0.000996113,0,,0,,0,0,0.009429216
3018527,0.012950182,0,0.000888109,0.00475955,,0.222435474,,0.015625238,0,0.256658554
3018bf3643f80798bde75c17571a38a9,0.007048607,0,0,0,,0.005043268,,0.002687216,0,0.014779091
3019988,0.001996517,0.001003742,0,0,,,,,,0.003000259
3023497,0.003819942,0,0,0,,0.005012035,,0.002003193,0,0.010835171
3037448,0.017178535,0,0,0,,,,,,0.017178535
3039696,0.011274576,0,0.001810312,0.001011372,,0.027879953,,0.004292965,0.001014948,0.047284126
3040846,0,0,0,0,,0.018955231,,0.002039433,0.001001596,0.02199626
3042651,0.00135231,0,0.001193047,0.001001358,,0.018393278,,0.001898289,0,0.023838282
3047772,0.007448912,0,0,0,,,,,,0.007448912
304963,0,0,0,0,,,,,,0
304a77371c9e207a5fa42a6b874017d5,0.002011776,0,0.002080679,0,,0.03767395,,0.017499685,0.016386986,0.075653076
305322,0.007985115,0,0.001998663,0.001006603,,0.052377701,,0.035246849,0,0.098614931
3057138,0.024397373,0,0.008370638,0.002997875,,0.069420099,,0.015597105,0,0.120783091
3077639,0.072141409,0,0,0,,,,,,0.072141409
3078465,0.008169413,0,0,0.002006531,,0.084423304,,0.015595675,0,0.110194921
3078764,0.002016306,0,0,0,,,,,,0.002016306
3079065,0.009300709,0,0.001101017,0,,0.034093142,,0.017720461,0.001004696,0.063220024
3081369,0.001931906,0,0,0,,,,,,0.001931906
3083085,0.00101757,0,0,0,,0.00602293,,0,0.001221895,0.008262396
30839ae0280a5077b8669757e5efa75d,0.01961875,0,0,0,,,,,,0.01961875
3089556,0.002988815,0,0,0,,,,,,0.002988815
3094847,0.000960588,0,0.001418829,0,,0.03440547,,0.004654884,0,0.041439772
3097851,0,0,0,0,,,,,,0
309bed093f6a7084c855,0.017564535,0,0,0,,0.081578255,,0.020176649,0.014397383,0.133716822
30a5138e41cba69dc81c,0.007585526,0,0,0.000999212,,0.068201542,0.621111631,,,0.697897911
30d2e626772e84edd688ba717a766c89,0.016807795,0,0,0,,0.035679817,,0.013460159,0,0.065947771
31122eb9e4c0af8adeca,0.02060318,,0,0,,0.006308317,,0.003000498,0.002666712,0.032578707
3113810,0,0,0,0,,,,,,0
3116927,0,0,0,0,,0.006369829,,0.004092455,0,0.010462284
3128835,0.007987499,0,0.004257679,0.00547266,,0.327850103,,0.031256676,0,0.376824617
3129692,0.001602411,0,0.001511097,0.000972271,,0.020259619,,0.003053904,0.001017332,0.028416634
3130141,0.002074242,0,0,0,,,,,,0.002074242
313753,0.010247946,0,0.001952171,0.000913382,,0.005034685,,0.006165504,0.002563477,0.026877165
313761,0.001485586,0,0.001017332,0.000999212,,0.027137518,,0.015448809,0,0.046088457
3141128,0.003675699,0,0.001001358,0,,0.002036095,,0.006656885,0,0.013370037
3141140,0.00101018,0,0,0,,,,,,0.00101018
3144636,0.001347542,0,0,0,,0.019169807,,0.001111984,0,0.021629333
3148833,0.003074169,0,0.001108646,0.001598835,,0.030577898,,0.007168293,0.001203775,0.044731617
3151375,0,0,0,0,,,,,,0
3153844,0.009072781,0,0,0,,,,,,0.009072781
3158388,0.001477242,0.001052141,0.001028538,0.00097084,,0.026530266,,0.011850595,0,0.042909622
3163938,0,0,0,0,,,,,,0
3166d6123bd26c066c462328bebcf0c0,0,0,0,0,,,,,,0
3167162,0,0,0,0,,,,,,0
3167821,0,0,0,0,,0.016271114,,0.014217138,0,0.030488253
3168336,0,0,0,0,,,,,,0
317164,0.001992464,0,0,0,,0.007802963,,0.005293846,0.002005577,0.017094851
3178905,0.014403343,0,0,0,,0.027159452,,0.013035059,0.000961781,0.055559635
3181989,0.008223057,0,0.000439644,0,,0.020754337,,0.012456417,0,0.041873455
3197a2bae38f77799ea8,0.021257401,0,0.004125357,0.007803679,,0.530615568,,0.035442591,0,0.599244595
31ccafbfceac2ed88974,0.003872633,0,0,0.019109726,,0.45656538,1.111562967,,,1.591110706
31eee50b9aaebf387b380f70054575c5,0.016179323,0,0,0.119673014,,4.409445763,,0.224133015,0.000515461,4.769946575
3205bf5aab78623c5ee5,0,0,0,0,,,,,,0
320a949b092bf30913ef,0.002022982,0,0,0,,,,,,0.002022982
3210264,0,0,0,0,,,,,,0
3211f1660291f871739379082f204c83,0.004929543,0,0,0,,0.005093575,,0.002002239,0,0.012025356
3219308,0.002750158,0,0,0,,,,,,0.002750158
3227267,0.034007788,0,0,0,,,,,,0.034007788
3231186,0.001671314,0,0,0.00102067,,0.013957739,,0.015570641,0,0.032220364
324968,0.006614685,0,0,0,,,,,,0.006614685
32561f20db62886bcf6af5ce98087ab9,0.00178051,0,0,0,,0.006541491,,0.002040863,0,0.010362864
326462,0.002006531,0,0,0,,,,,,0.002006531
3264921,0,0,0,0,,,,,,0
3271073,0.001246929,0,0,0,,,,,,0.001246929
3287286,0.010888815,0,0.001653433,0.003041983,,0.250597239,,0.031259298,0.001003265,0.298444033
329142c1740500bd3797,0.002000093,0,0,0,,,,,,0.002000093
3295631,0,0,0,0,,0.005084515,,0.001063824,0.000868082,0.00701642
3298867,0.001052618,0,0.001358986,0,,0.024620295,,0.011050224,0,0.038082123
3305365,0,0,0.001810074,0,,0.03041029,,0.009693623,0,0.041913986
3308963,0,0,0,0.001075506,,,,,,0.001075506
3309494,0.002635956,0,0,0,,,,,,0.002635956
3310561,0.012575626,0,0,0,,,,,,0.012575626
33150bde6bd296310e41ea5d018fce51,0.007161856,0,0,0,,0.008836508,,0,0,0.015998363
3334a3cc57b31ae3a5c4,0.019431829,0,0,0,,,,,,0.019431829
3340802,0,0,0,0,,,,,,0
3341591,0.04448843,0,0,0,,0.01617074,,0.003068686,0,0.063727856
3356622,0.001297712,0,0,0,,,,,,0.001297712
3359203,0.005465746,0,0,0,,0.016428471,,0.000243425,0.000951767,0.023089409
3390999,0.001796484,0.001013279,0,0,,,,,,0.002809763
33cc5534cb555a0b710b,0.001550198,0,0,0,,0.000828028,,0,0,0.002378225
33e2172bafbb5dd794ab,0.017964363,0,0,0,,0.005501986,,0.003808975,0.001042366,0.02831769
3409403,0,0,0,0,,0.007115602,,0,0.000962973,0.008078575
3411495,0.008806944,0,0,0,,0.006018639,,0,0,0.014825583
3425960,0.00297451,0,0,0,,0.007367611,,0.004577875,0.001405239,0.016325235
3427750,0,0,0,0,,,,,,0
342989,0.012235403,0,0.001503706,0,,0.00513196,,0,0.001014709,0.019885778
3446681,0.00871253,0.000964165,0,0,,,,,,0.009676695
3451509,0.001031637,0,0.00099659,0.002002239,,0.069746256,0.68181777,,,0.755594492
3453185b41d8d985356cbe5e57d67342,0,0,0.000736952,0,,0.474875212,,0.055948496,0.001748085,0.533308744
3454877,0.00595355,0,0,0,,0.006087065,,0.00405097,0,0.016091585
3473799,0.014758587,0,0,0,,0.004965305,,0.01260066,0,0.032324553
347596,0,0,0.009574413,0.001009703,,0.022405624,,0.013858795,0,0.046848536
3485205,0.001008987,0,0,0,,0.019104242,,0.014781475,0.000960588,0.035855293
3488502,0.002001762,0,0,0,,,,,,0.002001762
3493579,0.002715588,0,0,0,,0.009533882,,0,0.00100708,0.01325655
3494203,0.006397963,0,0.004052877,0,,0.009885788,,0.002112389,0.001933575,0.024382591
349423,0.086532354,0,0,0,,,,,,0.086532354
3494560,0.013184786,0,0,0,,0.003303766,,0,0.004049063,0.020537615
350281,0,0,0.007343531,0,,0.02772975,,0.019554853,0.00099802,0.055626154
35164461db4da79f7d56,0.014434099,0,0,0,,,,,,0.014434099
353499f2e6e407883b32,0.015595913,0.001517773,0.001087666,0,,0.012791395,,0,0,0.030992746
3542836,0.003012419,0.000999451,0,0,,,,,,0.004011869
354b90d59faf8b0d758f74eae3a511e2,0.004861116,0,0.007390976,0.0095222,,0.453944683,1.063504934,,,1.539223909
35536ca8f1769dc6c74f,0,0,0,0,,,,,,0
356294,0.027447462,0,0,0,,,,,,0.027447462
3563671,0.002512932,0.000968218,0.001930714,0,,0.023250341,,0.011718035,0.006011963,0.046392202
35723b58d238a67234d8,0.012579918,0,0.00097847,0,,0.005113125,,0,0,0.018671513
3582544,0,0,0,0,,,,,,0
3599025,0.001044035,0,0,0,,,,,,0.001044035
35fb758c18036d7f8640,0.033497095,0,0,0,,0,,0.003094912,0,0.036592007
3624478,0.006670952,0,0,0,,,,,,0.006670952
3649773,0,0,0.008059025,0,,0.025002718,,0.011472702,0,0.044534445
3668591,0.007038355,0,0,0,,,,,,0.007038355
3669688,0.008121967,0,0,0,,0.049576521,,0.02325964,0.001016855,0.081974983
3676137,0.001562834,0,0,0.001006842,,0.024683237,,0.01423502,0,0.041487932
367ff95d4d3d3770fa7b,0,0,0,0.000333548,,0.022559166,,0.016805172,0,0.039697886
3682135,0.005571842,0,0,0,,0.008665085,,0.022643805,0,0.036880732
3685134,0,0,0.010672808,0,,0.027514458,,0.016548634,0,0.054735899
3688944,0,0,0,0,,0.022743702,,0,0.000758648,0.02350235
3691418,0,0,0,0,,,,,,0
3692387,0,0,0,0,,0.005676508,,0,0,0.005676508
3693550,0,0,0,0.000435352,,0.003227949,,0.008002043,0,0.011665344
3695458,0,0,0,0,,0.004007816,,0,0,0.004007816
3696512,0.002631903,0,0,0,,0.005941153,,0.006080627,0,0.014653683
3699110,0,0,0.00083065,0,,0.033239841,,0.016745806,0,0.050816298
3699696,0.088925123,0,0,0,,,,,,0.088925123
36c1db6ba57fc1fe72ae,0.008274794,0,0,0,,0.041291237,,0.01748538,0.00120306,0.068254471
36c31a9b653779b2b7d1,0.001570702,0,0,0,,,,,,0.001570702
36e652488563ab23ea04,0.00101018,0,0,0,,,,,,0.00101018
3706203,0.004846096,0,0,0,,,,,,0.004846096
3714115,0.001001596,0,0,0,,0.028474569,,0.009877205,0.000947952,0.040301323
371698,0.011672735,0,0.002057076,0.000947952,,0.025211096,1.219921112,,,1.259809971
3719535,0,0,0,0,,,,,,0
3719849,0.004091024,0,0,0.014085054,,0.550935507,,0.038199902,0.001001596,0.608313084
3721106,0.003156424,0,0,0,,0.015421629,,0.007234573,0.000960827,0.026773453
3725741,0.009432316,0,0,0,,,,,,0.009432316
3728656,0.000601292,0,0,0,,,,,,0.000601292
3735779,0.008111715,0,0,0,,0,,0.012033224,0.001062632,0.021207571
373f0857211e860c7591,0,0,0,0,,,,,,0
37463b35ef8606629d2e,0.001328707,0,0,0,,0.027191877,,0.009443521,0,0.037964106
3750225,0.008086681,0,0,0,,0.007793903,,0.002339363,0.004856586,0.023076534
3750774,0.001980305,0,0.001398325,0.000284195,,0.027069807,,0.010475874,0,0.041208506
3750993,0.020283461,0,0,0,,0.010779858,,0.021618843,0.001002073,0.053684235
375397bc942d134a3c82d0dd514f3fea,0.002731562,0,0,0.015708923,,0.460788727,0.87966156,,,1.358890772
3760008,0.016695261,0,0,0,,0.034674406,,0.01332283,0,0.064692497
3760670,0,0,0,0,,,,,,0
3772157,0.001987696,0,0.000999689,0,,0.018026352,,0.011147261,0.001108885,0.033269882
3778347,0.02921772,0,0,0.013181686,,0.305653334,,0.015664339,0,0.363717079
3778686,0.068935633,0,0,0.015523434,,0.866554737,,0.049850941,0,1.000864744
3783153,0.011391163,0,0.001008034,0.003041506,,0.5044384,,0.04788661,0.000993967,0.56875968
3791168,0,0,0,0.010525703,,0.073209524,,0.034167528,0.000998497,0.118901253
37931,0.001429081,0,0,0,,,,,,0.001429081
3799831,0.004276991,0,0,0,,0.005030632,,0.00325036,0.001003265,0.013561249
379cc31c29cfb5bdc9a0,0.006260395,0,0,0,,0.009329319,,0,0.001019239,0.016608953
37d73786afab7da6037f,0.007283211,0,0,0,,0.007745504,,0.006545544,0.001971483,0.023545742
3800756,0,0,0.005942106,0.001018286,,0.026663303,,0.001690149,0,0.035313845
3802732,0,0,0.000534058,0,,0.006276131,,0.002956867,0.001103163,0.010870218
3803003,0,0,0.00565505,0,,0.026717901,,0.012627602,0,0.045000553
3803893,0.049951077,0,0,0,,0.158716917,,0.015664339,0.001034737,0.225367069
3805436,0.033112288,0,0,0,,0,,0.002844334,0,0.035956621
3806329,0,0,0,0,,,,,,0
380c24afec20963617c82c43590b78f2,0.007444143,0,0,0,,0.034188271,,0.011022091,0.000995874,0.053650379
3816122,0,0,0,0,,,,,,0
3822f77eb07e8e8efb2e,0.002138853,0,0,0,,,,,,0.002138853
3823483,0.016498089,0,0,0,,,,,,0.016498089
3829194,0.009504318,0,0,0,,,,,,0.009504318
3829302,0.012236595,0,0.001009703,0,,0.030460358,,0.014571428,0,0.058278084
3832818,0.052757978,0,0,0,,0.030656099,,0.02118969,0.159548521,0.264152288
3833430,0,0,0,0,,0.030785561,,0.014516354,0,0.045301914
3834957,0.003570795,0,0,0,,,,,,0.003570795
3834979,0.001342773,0,0,0,,0.028213739,,0.010747671,0,0.040304184
3838828,0.008435249,0,0,0,,0.007011414,,0.002062082,0.099781513,0.117290258
3839812,0,0,0,0,,,,,,0
3844261,0.063977957,0,0,0,,0,,0.011451483,0.000956535,0.076385975
3860197,0.001446724,0,0,0,,0.004158258,,0,0,0.005604982
386098fb7348606b295a,0.001031876,0,0,0,,,,,,0.001031876
3878ce0f3e232e3daf5c,0.100266457,0,0,0,,,,,,0.100266457
3886519,0.004271746,0,0.001009703,0,,0.004169226,,0,0,0.009450674
3891365,0.006411076,0,0,0,,,,,,0.006411076
3893296,0.001976728,0,0,0,,0.007614136,,0,0.00075841,0.010349274
3893624,0.014478683,0,0.000996113,0.000999928,,0.010339737,,0,0,0.026814461
3898894,0,0,0,0,,,,,,0
38f7f1f3b07c77a9c537,0.005641222,0,0,0,,0.004920721,,0.00431776,0,0.014879704
3912465,0,0,0,0,,,,,,0
3917103,0,0,0,0,,,,,,0
3918044,0,0,0,0,,0.010960102,,0.002561331,0,0.013521433
3918279,0,0,0,0,,,,,,0
3918300,0,0,0,0,,0.04638648,,0.014803171,0,0.061189651
391fb178d7c06e8dc7e4051d9b5395af,0.018040895,0,0.001055002,0,,0.005002022,,0.0020051,0.002137661,0.028240681
3931936,0.008419752,0,0,0,,,,,,0.008419752
3938253,0,0,0.018028498,0.000943422,,0.033643723,,0.056482315,0.00104785,0.110145807
3940455,0.000952244,0,0,0,,,,,,0.000952244
3943d55ca7eedf716ed6,0.005187273,0,0,0,,0.005175352,,0.002957582,0.011459351,0.024779558
3946121,0.010307074,0,0,0,,,,,,0.010307074
3947385,0,0,0.011697769,0.001051903,,0.033059359,,0.016749859,0,0.062558889
3947bdc0f7b0dbcd51fa1ee53974fe66,0.016037941,0,0,0,,0.025750637,,0.018612146,0.006380081,0.066780806
3948701,0.000308037,0,0,0,,,,,,0.000308037
3963225,0.0041399,0,0,0,,,,,,0.0041399
39656378b59fe2eeb0f4,0.023914576,0,0,0,,,,,,0.023914576
396e85fe4facca626782,0.018082619,0,0,0,,,,,,0.018082619
3971007,0.008264542,0,0,0,,0.050075054,,0.017528534,0.000959396,0.076827526
3972601,0.006646633,0,0.000998259,0,,0.013235092,,0.004029751,0,0.024909735
3978039,0.185012341,0,0,0,,0.006359816,,0.001997709,0.001045227,0.194415092
3978536,0.007194281,0,0.004340172,0,,0.023267746,,0.011029482,0.112595558,0.158427238
3978565,0,0,0,0,,,,,,0
398429347c96e98aba88,0.060373545,0,0.001001358,0,,0.013038397,,0.003482819,0.001078367,0.078974485
3984959,0,0,0,0,,0.015595675,,0.003154516,0,0.018750191
3989161,0,0,0,0,,,,,,0
3990769,0.00634408,0,0,0,,,,,,0.00634408
3993992,0.000959396,0,0,0,,0.017270088,,0.002087831,0,0.020317316
39c2f27b581720482bc0,0.001339197,0,0,0,,,,,,0.001339197
39c53f824daef7d363db,0.005455494,0,0,0.006525755,,0.008352518,,0.018481731,0,0.038815498
3a094e0218bc91f0e2d4,0.043806314,0,0,0,,,,,,0.043806314
3a2a081e4f3089920fd8aecefecbe280,0.001404524,0,0,0.014869213,,0.408391953,1.181517601,,,1.60618329
3a6e4d618afc344aab81,0.015507936,0,0.00036931,0,,0.052096367,,0.013126373,0,0.081099987
3a96a407e16dae155744,0,0,0,0,,,,,,0
3aa1d94bb83e5124eae6,0.000999689,0.000994444,0,0,,,,,,0.001994133
3abc9577bede0aeef25526b201732246,0.079721212,0,0,0,,,,,,0.079721212
3af51fd2d11ddcad7f16,0.005934,0,0,0,,0.004048347,,0.004028082,0,0.014010429
3b1159baecb809b5fcb3a6154bc3cb0b,0.064261913,0,0,0,,0,,0,0.000930071,0.065191984
3b258f5287fcc181aacf,0,0,0.004165411,0,,0.009435892,,0,0.000977039,0.014578342
3b71a120ae7789956ef8,0.009613752,0,0.001018524,0,,0.006218433,,0.000164032,0.012085676,0.029100418
3b9d893f1e0788f8fad0e6b49cde70f1,0.017009258,0,0,0.014716864,,0.457285643,,0.046913624,0.001522541,0.537447929
3c2e5bf1e77986dfd51f,0.004464149,0.001222134,0.001392603,0.004063129,,0.411008358,0.848078489,,,1.270228863
3c76bc174844948c5f98,0.083681107,0,0,0,,0.033279896,,0.011496782,0,0.128457785
3c98ac23d4e1c97da065ad7c4562c16c,0,0,0,0,,,,,,0
3cefcc92891c4f1571f8,0,0,0,0,,,,,,0
3d2454905d8f01886d651f207e2419f0,0.008607149,0,0,0,,0.011455536,,0.003046274,0.001446009,0.024554968
3d5aa90144a4696be61b3991aa339cc5,0.001121759,0,0,0,,,,,,0.001121759
3d7e2b077ba5af48ab1ba96678733e6f,0.00099206,0,0.000600576,0,,,,,,0.001592636
3d99498d4236248f9bfbc8ed2fd424fa,0.005539417,0,0,0,,0.005010128,,0.002402544,0.003814459,0.016766548
3d9ba175038a3f2e7de3794fa303f1ee,0.006468058,0,0,0,,,,,,0.006468058
3de0abd7d18e6edc87dd,0.015264511,0,0,0,,,,,,0.015264511
3e1cfdb76005c901b7d3f8b1e6ba1557,0,0,0,0,,,,,,0
3e5107b11d19ac62a2ed,0,0,0.004882097,0.000999689,,0.025559187,,0.001663923,0,0.033104897
3e8b195ff63929db69ccc4e5287d8ae5,0,0,0.00195837,0.004107237,,0.275392056,,0.046838999,0,0.328296661
3f3b547ff68effb03e20c470af22c696,0.002014875,0,0,0,,0.578009129,,0.04687953,0,0.626903534
3f9c80ff42879cad41bf,0,0,0,0,,,,,,0
3fb234c37b5c2c934b79,0.002308369,0,0,0,,0.014489174,,0.003045321,0.000911951,0.020754814
3fb443494f111eeb96e39cce1873070d,0.004082441,0,0,0,,,,,,0.004082441
3fdd80a08808bd275142d46863e92d68,0.001279354,0,0.00168395,0.01614213,,0.452220917,1.095880985,,,1.567207336
3fe84c05013fa87d74a8,0.01658988,0,0,0,,,,,,0.01658988
3ff4278c609ce223ebb4fc300c5edd0f,0.001033068,0,0,0,,,,,,0.001033068
4004895,0.003989935,0,0,0,,0.015953302,,0.011061668,0,0.031004906
4008567,0.00300169,0,0,0,,,,,,0.00300169
4016539,0.001998425,0,0,0,,,,,,0.001998425
4017989,0.00616312,0,0,0.006190062,,0.010287523,,0.008210659,0.001001596,0.031852961
4020619,0.001286745,0,0,0,,0.008585215,,0.006241798,0.001001835,0.017115593
4022537,0.009192944,0,0.002024412,0.001007795,,0.017770052,,0.013654232,0.001992941,0.045642376
4023068,0.067998886,0,0,0,,,,,,0.067998886
403306854d457c284d02,0.011780739,0,0,0,,,,,,0.011780739
4034426,0.008580685,0,0,0,,0.005554438,,0.002981424,0.006260395,0.023376942
4034427,0.002025843,0,0,0,,0.00524807,,0.002037287,0,0.009311199
4034439,0,0,0,0,,,,,,0
4034526,0.016462564,0,0,0.011841774,,0.314341068,,0.032337189,0,0.374982595
4036200,0.020696878,0.00100112,0.000575066,0.001013517,,0.018537283,,0.007881641,0,0.049705505
4043086,0.004920244,0,0,0,,,,,,0.004920244
4043334,0.007250071,0,0,0,,,,,,0.007250071
4047394,0.004715204,0,0,0,,,,,,0.004715204
4050951,0.001979828,0,0,0,,,,,,0.001979828
4051357,0.012068033,0,0,0.009834051,,0.278177977,,0.016098499,0,0.31617856
4058325,0.001998425,0,0,0.056228161,,2.561505795,,0.131701231,0.001455307,2.752888918
4059061,0,0,0,0,,,,,,0
4070026,0.002014637,0,0,0,,,,,,0.002014637
4073599,0.003612995,0,0.000248432,0,,,,,,0.003861427
4074260,0.002007246,0.00054431,0,0,,,,,,0.002551556
4076735,0.00097847,0,0.001002073,0.001101017,,0.019557476,,0.01200676,0,0.034645796
4078034,0.013683081,0,0,0,,,,,,0.013683081
4078780,0.008842945,0,0,0,,0.005120277,,0.003111362,0,0.017074585
407d78fbe0f234ea34c6,0,0,0,0,,,,,,0
4083574,0,0,0,0,,,,,,0
4088322,0.000975132,0,0,0,,,,,,0.000975132
4089133,0.002086639,0,0,0.014542341,,0.174168825,,0.023375034,0.000429153,0.214601994
4091897,0.002244711,0,0,0,,0.029253483,,0.012666941,0,0.044165134
4093759,0,0,0,0,,,,,,0
4093998b625d76ef4afe,0.006441832,0,0,0,,,,,,0.006441832
4104455,0.005727768,0,0,0,,0.014827013,,0,0.001986504,0.022541285
4108a54877406dc231d95514e538bde9,0.008849144,0,0,0,,,,,,0.008849144
4110897,0,0,0,0,,,,,,0
411123,0,0,0.005273342,0,,0.025326252,,0.002619982,0,0.033219576
4115763,0,0,0,0,,,,,,0
4116156,0.001984358,0,0,0,,,,,,0.001984358
4118456,0.005600691,0,0,,maximum recursion depth exceeded,,,,,0.005600691
4119191,0.001476049,0,0,0,,0.00593853,,0,0.001289845,0.008704424
4121343,0.00872016,0,0,0,,,,,,0.00872016
4125009,0,0,0,0,,,,,,0
4128591,0.000929356,0,0,0,,,,,,0.000929356
4130c73434db79119f27,0.018820047,0,0,0.009843588,,0.074962378,,0.008210421,0,0.111836433
4131398,0.006995916,0.001001596,0.000729322,0.000925064,,0.646759748,,0.060559988,0,0.716971636
4132799,0.038663864,0,0,0,,0.009830952,,0.003035784,0,0.0515306
4133c66ccf65c0ba1f5f5a5bc4fb7298,0.011098146,0,0.001012325,0.001016378,,0.080916405,,0.015680313,0,0.109723568
4134185,0.003571987,0,0,0,,0.015749693,,0,0.001227379,0.020549059
4142563,0.012285471,0,0.000994444,0,,0.002731562,,0.003042221,0.001016378,0.020070076
4145581,0.008188963,0,0,0,,,,,,0.008188963
4149031,0.011613846,0,0,0,,0.005052567,,0.002999067,0,0.01966548
4156421,0.015969038,0,0,0,,,,,,0.015969038
4156864,0.00656867,0,0,0,,,,,,0.00656867
4166551,0.009945631,0,0,0,,0.025051117,,0.002723932,0.001209259,0.038929939
4171521,0,0,0,0,,,,,,0
4173534,0.009578228,0,0,0,,0.005542755,,0.001997471,0,0.017118454
4173945,0.009418249,0,0,0.004995346,,0.066291809,,0.008558989,0.001011372,0.090275764
4174069,0,0,0,0.014219046,,0.088815689,,0.014944553,0.000961542,0.11894083
4176564,0,0,0,0,,,,,,0
4176623,0.001916409,0,0.001624823,0.001019955,,0.021769047,,0.01167655,0.001399994,0.039406776
4178945,0.012806892,0,0,0,,,,,,0.012806892
4180945,0.001037359,0,0,0,,,,,,0.001037359
4189391,0,0,0,0,,,,,,0
4190318,0,0,0.00600481,0.001041174,,0.025114298,,0.011989832,0,0.044150114
4199895,0,0,0,0,,,,,,0
41d15424e7989b936c1609b53edd1390,0.009734392,0,0,0.0107584,,0.483341217,,0.04523468,0.002128124,0.551196814
41f782ce86346d46800d,0.001004696,0,0.001002073,0,,0.005015612,,0.002001047,0,0.009023428
4201551d7f8608f0b82b,0.006866932,0,0,0.013335705,,0.371332169,,0.091914177,0,0.483448982
4217925,0.022285461,0,0,0,,,,,,0.022285461
4219140,0.001038313,0,0,0,,,,,,0.001038313
421c427db75c8c5fa1d1,0.017568827,0,0,0,,0.019639492,,0,0,0.037208319
4221932,0,0,0,0,,,,,,0
4222418,0,0,0,0,,,,,,0
4225456,0.016556025,0,0,0,,0.016568899,,0,0,0.033124924
422bb33419df91b253d8728fe794f8b4,0.002092361,0,0,0,,0.488910913,,0.049381495,0.001553059,0.541937828
